_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,source,type_of_advice_or_caution,type_of_advice_or_caution:confidence,what,when,where,category,id,retweetcount,screenname,source_gold,text,type_of_advice_or_caution_gold,userid,what_gold,when_gold,where_gold
191783132,true,golden,56,8/19/2012 16:49:21,"http://1.usa.gov/mSPGdf
@JimFreund
http://1.usa.gov/mSPGdf
@JimFreund:
http://1.usa.gov/mSPGdf
http://1.usa.gov/mSPGdf
@JimFreund
n/a
http://1.usa.gov/mSPGdf


http://1.usa.gov/mSPGdf
@JimFreund

http://1.usa.gov/mSPGdf
http://1.usa.gov/mSPGdf
http://1.usa.gov/mSPGdf
@JimFreund
@JimFreund
http://1.usa.gov/mSPGdf
http://1.usa.gov/mSPGdf
N/A

JimFreund
JimFreund
@JimFreund

http://1.usa.gov/mSPGdf
http://1.usa.gov/mSPGdf @JimFreund
@JimFreund
@JimFreund
http://1.usa.gov/mSPGdf


http://1.usa.gov/mSPGdf

http://1.usa.gov/mSPGdf
http://1.usa.gov/mSPGdf
http://1.usa.gov/mSPGdf

@JimFreund
http://1.usa.gov/mSPGdf
http://1.usa.gov/mSPGdf
JimFreund
http://1.usa.gov/mSPGdf
http://1.usa.gov/mSPGdf
http://1.usa.gov/mSPGdf
http://1.usa.gov/mSPGdf
http://1.usa.gov/mSPGdf
http://1.usa.gov/mSPGdf
http://1.usa.gov/mSPGdf
http://1.usa.gov/mSPGdf
http://1.usa.gov/mSPGdf
http://1.usa.gov/mSPGdf
http://1.usa.gov/mSPGdf
",Other,0.5828,"tornado watch
tornado watch
The tornado watch is for all
tornado watch
watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
The tornado watch
Tornado Watch
tornado watch
tornado watch
The tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
tornado
tornado watch
tornado
tornado watch
tornado
tornado watch
tornado watch
tornado watch
Tornado watch
tornado watch
tornado watch
tornado watch
tornado watch
The tornado watch is for all
tornado watch
The tornado watch
tornado watch
tornado watch
tornado watch
The tornado watch is for all SE NY
tornado watch","






n/a










n/a

n/a
N/A

N/A





na






N/A
Now
N/A

n/a




N/A
N/A
N/A







","SE NY
SE NY
SE NY
all SE NY
SE NY
SE NY
SE NY
SE NY
SE NY
SE NY
SE NY
SE NY
SE NY
SE NY
for all SE NY
SE NY.
SE NY
SE NY
all SE NY
for all SE NY
SE NY
all SE NY
SE NY
SE NY
all SE NY
SE NY
SE NY
SE NY
SE NY
SE NY
SE NY
SE NY
SE NY
SE NY
SE NY
SE NY
SE NY
SE NY
SE NY
NY
all SE NY
all SE NY
SE NY
SE NY
all SE NY
SE NY
SE NY
SE NY
SE NY
SE NY
SE NY
all SE NY
SE NY
SE NY
SE NY
SE NY",Caution and advice,75997300000000000,1,kwnewton,, @JimFreund: Apparently we have no exclusivity.  The tornado watch is for all SE NY.  http://1.usa.gov/mSPGdf,A tornado/thunderstorm warning has been issued or has been lifted,19300648,"tornado watch
tornado watch
tornado",,"SE NY
SE NY
N/A
NY
all SE NY"
191783133,true,golden,55,8/19/2012 17:44:40,"#PDS



#PDS, #KYwx

KYwx
N/A
#KYwx
PDS







#PDS

9pm CDT
#PDS #
The #PDS
The #PDS
#PDS
PDS
N/A

N/A


PDS



n/a
#PDS #KYwx



N/A
#PDS #KYwx

#KYwx

PDS
PDS
PDS

PDS
PDS
#KYwx
#KYwx
#KYwx

",Other,0.5182,"ornado watch
Tornado watch
watch for parts of KY runs until 9pm CDT
Tornado watch
watch
Tornado watch
Tornado watch
Tornado
Tornado watch
tornado watch
tornado watch
Tornado watch
tornado watch
Tornado watch
Tornado watch
Tornado watch
Tornado watch
Tornado watch
Tornado Watch
Tornado watch
Tornado watch
Tornado watch
Tornado watch
#Tornado watch
Tornado watch
Tornado watch
Tornado
Tornado watch
Tornado watch
#Tornado watch
Tornado watch
#PDS #Tornado watch
#Tornado watch
Tornado watch
Tornado watch
Tornado watch for parts of KY
Tornado watch
Tornado watch
Tornado
Tornado watch
#Tornado watch
Tornado
Tornado watch
Tornado watch
Tornado watch
Tornado watch for parts of KY
Tornado watch
Tornado watch
#Tornado watch
Tornado watch
Tornado watch
#PDS #Tornado watch
Tornado watch
Tornado
Tornado watch","until 9pm CDT

9pm CDT
9pm CDT
until 9pm CDT
until 9pm CDT
until 9pm CDT
9pm
until 9pm CDT
until 9pm
until 9pm cdt
until 9pm CDT

9pm CDT
until 9pm CDT
until 9pm CDT
until 9pm CDT
until 9pm CDT


9pm CDT
until 9pm CDT
9pm CDT
until 9pm CDT
until 9pm CDT
until 9pm CDT
9pm
until 9pm CDT
until 9pm CDT
9pm
until 9pm
until 9pm CDT
until 9pm CDT
until 9pm CDT
until 9pm CDT
9pm CDT

9pm CDT

9pm CDT
until 9pm CDT
9pm
until 9pm CDT.
until 9pm CDT
until 9pm CDT
9pm CDT
9pm CDT
9pm CDT
until 9pm CDT
until 9pm CDT
until 9pm CDT
until 9pm CDT

9pm
until 9pm CDT","parts of KY Includes Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
KY, Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
parts of KY
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin.
N/A
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
KY
bowling green, louisville, paducah. ft. campbell, franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
parts of KY Includes Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
KY
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
KY ,  Includes Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
parts of KY Includes Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin.
parts of KY Includes Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin.
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin.
KY Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin.
parts of KY
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin. #KY
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
KY
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin, KY
parts of KY Includes Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin.
parts of KY;  Includes Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
parts of KY, ncludes Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin.
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin. #KY
KY
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
parts of KY Includes Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
parts of KY
parts of KY  Includes Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin.
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
parts of KY
Includes Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin.",Caution and advice,73423500000000000,2,TWC_Shawn,,"The #PDS #Tornado watch for parts of KY runs until 9pm CDT. Includes Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin. #KYwx","A tornado/thunderstorm warning has been issued or has been lifted
Other",18042484,"tornado watch
Tornado watch
Tornado
Tornado watch for parts of KY",,"KY, Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
Bowling Green, Louisville, Paducah, Ft. Campbell, Franklin
KY
N/A"
191783134,false,golden,13,8/15/2012 05:49:59,"


n/a








",A tornado/thunderstorm warning has been issued or has been lifted,0.7657,"tornado warnings
tornado warnings
N/A
praying for all the people who are under the tornado warnings
tornado warnings
tornado warnings
tornado warning
tornado warnings
tornado warnings
tornado warnings
tornado warnings
praying
tornado warning","right now


n/a



now
right now
right now
right now
right now!
","N/A
N/A
N/A
n/a
N/A
N/A
n/a
N/A
n/a
N/A
N/A
under the tornado warnings
N/A",Caution and advice,73569900000000000,0,Liv3LoveBelieb,,"praying for all the people who are under the tornado warnings right now! please be safe:) and keep your head held up high, you'll make it .",Other,235815638,praying,,n/a
191783135,false,golden,18,8/15/2012 02:32:22,"http://bit.ly/kfL1Mc
@TorontoStar
http://bit.ly/kfL1Mc
@TorontoStar:
http://bit.ly/kfL1Mc
http://bit.ly/kfL1Mc
@TorontoStar
Toronto Star
http://bit.ly/kfL1Mc
TorontoStar


toronto star
TorontoStar
http://bit.ly/kfL1Mc
@TorontoStar:
@TorontoStar
http://bit.ly/kfL1Mc",Other,0.4576,"a tornado
Severe storms hit
Severe storms hit
Severe storms
Tornado hunters are on their way
Tornado hunters
Tornado hunters
tornado
may have spawned a tornado
Severe storms
N/A
Severe storms
severe storms
tornado
Severe storms
a tornado
spawned a tornado
Severe storms","







n/a








","hamont area
hamont area
hamont
hamont area
hamont area
hamont area
#hamont area
Hamont
hamont area
hamont area
N/A
hamont
hamont area
hamont area
hamont area
#hamont area
#hamont area
hamont area",Caution and advice,78429400000000000,1,LMThompson,TorontoStar,Tornado hunters are on their way  @TorontoStar: Severe storms hit #hamont area - may have spawned a tornado http://bit.ly/kfL1Mc,Other,18722895,severe storms,,#hamont area
191783136,true,golden,17,8/18/2012 05:44:47,"








N/A


n/a

n/a

N/A",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning","9:00 p.m
until 9:00 p.m.
until 9:00 p.m.
until 9:00 p.m.
until 9:00 p.m.
9:00 p.m.
9:00 p.m.
until 9:00p.m.
until 9:00 p.m.
until 9:00 p.m
until 9:00 p.m.
until 9:00 p.m
until 9:00 p.m
until 9:00 p.m
until 9:00 p.m
until 9:00 p.m.
until 9:00 p.m.","DeSoto, Marshall and Tate counties in Mississippi
DeSoto, Marshall and Tate counties in Mississippi
DeSoto, Marshall and Tate counties in Mississippi
DeSoto, Marshall and Tate counties in Mississippi
DeSoto, Marshall and Tate counties in Mississippi
DeSoto, Marshall and Tate counties in Mississippi.
DeSoto
DeSoto, Marshall and Tate counties in Mississippi
DeSoto, Marshall and Tate counties in Mississippi
DeSoto, Marshall and Tate counties in Mississippi
DeSoto, Marshall and Tate counties in Mississippi
DeSoto, Marshall and Tate counties in Mississippi
DeSoto, Marshall and Tate counties in Mississippi.
DeSoto, Marshall and Tate counties in Mississippi
DeSoto, Marshall and Tate counties in Mississippi
DeSoto, Marshall and Tate counties in Mississippi
DeSoto, Marshall and Tate",Caution and advice,73556600000000000,1,ABC24,,"Tornado Warning until 9:00 p.m. for DeSoto, Marshall and Tate counties in Mississippi.",A tornado/thunderstorm warning has been issued or has been lifted,15770208,"Tornado Warning
Tornado Warning until 9:00 p.m. for DeSoto, Marshall and Tate counties in Mississippi.
Tornado
Tornado warning
Tornado Warning until 9:00 p.m.","9:00 p.m
9:00 p.m.
until 9:00 p.m
until 9:00 p.m.","DeSoto, Marshall and Tate counties in Mississippi
DeSoto, Marshall and Tate counties in Mississippi.
Mississippi
DeSoto
for DeSoto, Marshall and Tate counties in Mississippi."
191783137,true,golden,70,8/19/2012 18:01:29,".@DLoesch @m_mccoy @colestreeper1 @Lindatini @aRuffLife
.@DLoesch @m_mccoy @colestreeper1 @Lindatini @aRuffLife


.@DLoesch @m_mccoy @colestreeper1 @Lindatini @aRuffLife



n/a

WBC


.@DLoesch @m_mccoy @colestreeper1 @Lindatini @aRuffLife



n/a


@DLoesch @m_mccoy @colestreeper1 @Lindatini @aRuffLife



#WBC #joplin picket :)



#WBC #joplin picket
.@DLoesch @m_mccoy @colestreeper1 @Lindatini @aRuffLife


@DLoesch @m_mccoy @colestreeper1 @Lindatini @aRuffLif


N/A

DLoesch
N/A
M/A

.@DLoesch @m_mccoy @colestreeper1 @Lindatini @aRuffLife





N/A

N/A
N/A
@DLoesch @m_mccoy @colestreeper1 @Lindatini @aRuffLife

#WBC













.@DLoesch @m_mccoy @colestreeper1 @Lindatini @aRuffLife

",Other,0.9198,"N/A
N/A
N/A
leave sap
come join #WBC #joplin picket :)
come join #WBC #joplin picket
leave sap at Flying J alone and come join #WBC
tornado
n/a
leave sap
leave sap
N/A
N/A
#WBC #joplin picket
leave sap at Flying J alone and come join
leave sap
come join #WBC #joplin picket
n/a
sap
leave sap
DLoesch
#WBC #joplin picket
#WBC #joplin picket
come join #WBC #joplin picket
leave
picket
picket
N/A
sap
Flying J
leave sap
N/A
leave sap at Flying J alone and come join #WBC #joplin picket :)
leave sap at Flying J alone and come join
leave sap at Flying J alone
N/A
leave sap
leave sap
N/A
N/A
leave sap
N/A
leave sap at Flying J alone and come join

leave
leave sap at Flying
N/A
Tornado
Flying J
come join
N/A
Flying
Flying J
leave sap at Flying J alone
come join
joplin picket
N/A
leave sap at Flying J alone and come join
leave sap
leave sap at Flying J alone
leave sap at Flying J
leave sap at Flying J alone and come join #WBC #joplin picket
joplin picket
N/A
leave sap at Flying J alone join picket
N/A
leave sap at Flying J alone and come join
come join
Flying J alone
Flying","







n/a

N/A






n/a


sap








n/a


leave sap


N/A

N/A
N/A
sap







N/A

N/A
N/A
Now

n/a















","Flying J
N/A
N/A
joplin
joplin
N/A
N/A
Joplin
joplin
Flying J
N/A
N/A
N/A
n/a
N/A
Flying J
Joplin
n/a
Flying J
#joplin picket
Flying J
N/A
N/A
N/A
Flying J
N/A
joplin
N/A
N/A
n/a
N/A
N/A
at Flying J
Flying J
#joplin
N/A
Flying J
at Flying J
N/A
WBC
joplin
Joplin
Flying J

n/a
N/A
N/A
N/A
N/A
N/A
N/A
joplin picke
""N/A""
Flying J
#joplin
joplin
N/A
N/A
joplin
N/A
n/a
N/A
n/a
N/A
joplin
N/A
Flying J
N/A
joplin picket
N/A",Caution and advice,74911500000000000,,,,.@DLoesch @m_mccoy @colestreeper1 @Lindatini @aRuffLife - leave sap at Flying J alone and come join #WBC #joplin picket :),Other,,,,
191783138,true,golden,59,8/19/2012 17:30:06,"#notthesafestplaceinastorm

@Lady_Patriot:



n/a

Lady_Patriot

#notthesafestplaceinastorm


#notthesafestplaceinastorm
N/A
@Lady_Patriot
@Lady_Patriot

#notthesafestplaceinastorm
@Lady_Patriot
n/a
Lady_Patriot
N/A


Lady_Patriot
@Lady_Patriot


@Lady_Patriot

@Lady_Patriot
@Lady_Patriot
@Lady_Patriot





Lady_Patriot

Lady_Patriot
N/A
N/A

#notthesafestplaceinastorm


N/A





@Lady_Patriot



@Lady_Patriot:",Other,0.5443,"clear of the tornado
clear of the tornado
I think we're clear of the tornado now
clear of the tornado
N/A
clear of the tornado
n/a
we're clear of the tornado
tornado
I think we're clear of the tornado now
clear of the tornado
tornado
clear of the tornado now
tornado
clear of the tornado
clear of the tornado
tornado
clear of the tornado
I think we're clear of the tornado now
I think we're clear of the tornado now
I think we're clear of the tornado now
clear of the tornado
tornado
Tornado
I think we're clear of the tornado now
clear of the tornado
tornado
clear of the tornado
tornado
tornado
we're clear of the tornado now
I think we're clear of the tornado now
tornado
clear of the tornado now
tornado
tornado
clear of the tornado now
I think we're clear of the tornado
tornado
clear of the tornado
we're clear of the tornado now
tornado
clear of the tornad
clear of the tornado
tornado
we're clear of the tornado now
tornado
clear of the tornado now
clear of the tornado
clear of the tornado now
I think we're clear of the tornado now,
clear of the tornado
I think we're clear of the tornado
I think we're clear of the tornado now
tornado
N/A
tornado
clear
tornado now","





n/a
now
now





N/A

now

N/A

n/a
now
now


now






na




now

now

Now
N/A
now

now


now
Now

now
now




now
","N/A
N/A
N/A
N/A
N/A
N/A
n/a
N/A
N/A
N/A
n/a
n/a
N/A
N/A
N/A
N/A
n/a
N/A
N/A
N/A
n/a
N/A
N/A
n/a
N/A
N/A
N/A
N/A
N/A
N/A
N/A
N/A
na
N/A
N/A
n/a
N/A
N/A
N/A
N/A
N/A
N/A
n/a
N/A
""N/A""
n/a
n/a
N/A
N/A
N/A
N/A
N/A
N/A
n/a
N/A
N/A
N/A
n/a
N/A",Caution and advice,76086500000000000,1,jurylady,," @Lady_Patriot: I think we're clear of the tornado now, which means I can get on the *electric* bus now. #notthesafestplaceinastorm","A tornado/thunderstorm warning has been issued or has been lifted
Other",137913754,"clear of the tornado
tornado
clear of the tornado
I think we're clear of the tornado now
we're clear of the tornado
we're clear of the tornado now
clear of the tornado now",,"N/A
n/a"
191783139,false,finalized,6,8/17/2012 01:25:36,"Ad Astra Per Aspera Weather Center
http://nblo.gs/iBYgB
http://nblo.gs/iBYgB
http://nblo.gs/iBYgB
n/a
",A tornado/thunderstorm warning has been issued or has been lifted,0.6898,"Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch
Tornado Watch","1149 PM CDT WED JUN 1 2011

n/a

n/a
","KANSAS , CENTRAL KANSAS, GREAT BEND
N/A
n/a
N/A
n/a
n/a",Caution and advice,76148900000000000,0,HeathWXAlerts,,Tornado Watch Ì¢‰âÂ‰ÛÏ Expiration http://nblo.gs/iBYgB,,21371504,,,
191783140,false,finalized,4,8/18/2012 18:00:32,"n/a
N/A

",A tornado/thunderstorm warning has been issued or has been lifted,0.7758,"Tornado Warning
Tornado Warning
Tornado Warning
Tornado Warning","until 6:45 PM
until 6:45 PM.
until 6:45 PM
until 6:45 PM","Butler and Preble Counties
Butler and Preble Counties
Butler and Preble Counties
Butler and Preble Counties",Caution and advice,73510200000000000,0,ABC22FOX45,,Tornado Warning for Butler and Preble Counties until 6:45 PM.,,82184065,,,
191783141,false,finalized,4,8/16/2012 17:50:59,"http://wx4.me/N9.TW1026
N/A
http://wx4.me/N9.TW1026
http://wx4.me/N9.TW1026",Other,0.5385,"tornado warning issued
TORNADO WARNING
TORNADO WARNING
TORNADO WARNING","until 09:45 pm ct
until 09:45 PM CT
until 09:45 PM CT
until 09:45 PM CT","davies county in ky
parts of DAVIESS county in KY
DAVIESS county in KY
parts of DAVIESS county in KY",Caution and advice,73579800000000000,2,CakeBossThuggin,, @14FirstAlert: TORNADO WARNING issued for parts of DAVIESS county in KY until 09:45 PM CT - http://wx4.me/N9.TW1026 #tristatewx,,99681357,,,
191783142,false,finalized,5,8/18/2012 21:27:27,"@TWCBreaking
http://wxch.nl/jsmObR
@TWCBreaking
http://wxch.nl/jsmObR
http://wxch.nl/jsmObR @TWCBreaking",A tornado sighting/touchdown has been reported,0.8012,"Tornado
Tornado
tornado
Tornado reported
Tornado","n/a


TAKE COVER
","Kansas City metro, Overland Park, Leawood, Lenexa
Overland Park, Leawood, Lenexa
Kansas City metro Overland Park, Leawood, Lenexa
Kansas City metro Overland Park, Leawood, Lenexa
Kansas City metro!  Overland Park, Leawood, Lenexa!",Caution and advice,73424500000000000,172,TheVIOLATOR2112,," @TWCBreaking: #Tornado reported in the Kansas City metro!  TAKE COVER in Overland Park, Leawood, Lenexa!  Alert:  http://wxch.nl/jsmObR",,282163780,,,
191783143,false,finalized,3,8/18/2012 21:42:54,"
@txstormchasers
@txstormchasers  #txwx #okwx",Other,0.6381,"Tornado Watch
Tornado Watch
#Tornado Watch","

","much of NW/N TX and OK
NW/N TX and OK
NW/N TX and OK",Caution and advice,73083400000000000,9,CamilaBarg,, @txstormchasers: PDS (Particularly Dangerous Situation) #Tornado Watch for much of NW/N TX and OK. #txwx #okwx #severe,,24703663,,,
191783144,false,finalized,4,8/19/2012 08:37:59,"
N/A

",Other,0.5687,"tornado outbreak
tornado outbreak
system would likely be a significant tornado outbreak in Canadian Prairies if a month later with moisture
significant tornado outbreak","
Thursday
Thursday
Thursday","Canadian Prairies
Canadian Prairies
Canadian Prairies
Canadian Prairies",Caution and advice,75550200000000000,7,steinbachwx,, @reedtimmerTVN: Thursday system would likely be a significant tornado outbreak in Canadian Prairies if a month later with moisture.   ...,,290867280,,,
191783145,false,finalized,4,8/17/2012 01:48:04,"

7News
",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"tornado warning
tornado warning
tornado warning
tornado warning","01:25:50 AST
Thu Jun 02 01:25:50 AST 2011
Thu Jun 02 01:25:50 AST 2011
","Springfield/Chicopee SW Worcester
Springfield/Chicopee
Springfield/Chicopee, SW Worcester County
Springfield/Chicopee",Caution and advice,76051900000000000,,0,,"@7News: New tornado warning for storm in Springfield/Chicopee. Heading east at 35mph. Warning into SW Worcester County again, ti.	Thu Jun 02 01:25:50 AST 2011	&lt;a href=http://twitter.com/download/android"" rel=""nofollow""&gt;Twitter for Android&lt;/a&gt;",,0,,,
191783146,false,finalized,3,8/19/2012 17:52:02,"weatherchannel
NOAA
@weatherchannel:",A tornado sighting/touchdown has been reported,0.4215,"tornado
upgraded Joplin #tornado from EF-4 to EF-5; winds greater than 200 mph
tornado","
BREAKING
","joplin
Joplin
N/A",Caution and advice,73152700000000000,80,WillScroggs,, @weatherchannel:  @JustinNOAA: BREAKING #NOAA has upgraded Joplin #tornado from EF-4 to EF-5; winds greater than 200 mph,,69335455,,,
191783147,false,finalized,3,8/19/2012 18:01:29,"Rachel__Nichols
http://tmi.me/aBEOn
@Rachel__Nichols:",A tornado sighting/touchdown has been reported,0.6467,"Another tornado in OK
Another tornado one a half-mile wide More coming
tornado","N/A
More coming
","OK
OK
OK",Caution and advice,73174900000000000,0,GHgolf23,," @Rachel__Nichols: Another tornado in OK; this one a half-mile wide. More coming. Text ""REDCROSS"" to 90999 to ... http://tmi.me/aBEOn",,177393300,,,
191783148,false,finalized,3,8/18/2012 21:41:10,"

#backchannel",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"tornado warning
tornado warning
tornado warning","

","Oakland
Oakland County
Oakland County",Caution and advice,74955400000000000,4,JKissnHug,,A tornado warning for Oakland County. #backchannel,,16164564,,,
191783149,false,finalized,3,8/18/2012 19:57:25,"okwx

#okwx",A tornado/thunderstorm warning has been issued or has been lifted,0.689,"SEVERE THUNDERSTORM WARNING
SEVERE THUNDERSTORM WARNING
SEVERE THUNDERSTORM WARNING","UNTIL 11:00 PM SATURDAY
11:00 PM SATURDAY
11:00 PM SATURDAY","BEAVER COUNTY IN THE OKLAHOMA PANHANDLE
BEAVER COUNTY IN THE OKLAHOMA PANHANDLE
BEAVER COUNTY IN THE OKLAHOMA PANHANDLE",Caution and advice,79743800000000000,0,OKWXTracker,,A SEVERE THUNDERSTORM WARNING HAS BEEN ISSUED FOR BEAVER COUNTY IN THE OKLAHOMA PANHANDLE UNTIL 11:00 PM SATURDAY. #okwx #fb,,153259659,,,
191783150,false,finalized,4,8/17/2012 11:06:08,"@1079KFIN
N/A

@region8news",A shelter is open or available,1.0,"tornado shelter
tornado shelter
tornado shelter
tornado shelter","
N/A

n/a","Jonesboro Westside Middle school
Jonesboro Westside Middle school
Jonesboro Westside Middle school
Jonesboro Westside Middle school",Caution and advice,73471000000000000,1,Freedomwarrior,, @1079KFIN: Jonesboro Westside Middle school tornado shelter will be open to the public.@region8news #ARWX @Tori_Lennox,,22407074,,,
191783151,false,finalized,3,8/17/2012 22:06:26,"@MoeWx
N/A
",A tornado/thunderstorm warning has been issued or has been lifted,0.6594,"Tornado WATCH
Tornado WATCH
Tornado WATCH is likely","
N/A
","west of the Tri-State
west of the Tri-State
west of the Tri-State",Caution and advice,73265600000000000,3,GinaM121,, @MoeWx: New Meso... Tornado WATCH is likely just west of the Tri-State ... #ILwx #KYwx #tristatewx,,175198947,,,
191783152,false,finalized,3,8/19/2012 10:04:04,"
@4029news
@4029news",A tornado sighting/touchdown has been reported,0.6736,"tornado
has taken a direct hit from this large, dangerous tornado,
large, dangerous tornado, which is headed","

","I-40 between HWY 23 and Clarksville
Denning  I-40 between HWY 23 and Clarksville.
I-40 between HWY 23 and Clarksville.",Caution and advice,73258100000000000,9,kelseylsteele,," @4029news: Denning has taken a direct hit from this large, dangerous tornado, which is headed toward I-40 between HWY 23 and Clarksville.",,43395310,,,
191783153,false,finalized,5,8/18/2012 21:42:54,"@tjholmes
Weather spotters

Weather spotters
Weather spotters",A tornado sighting/touchdown has been reported,0.8145,"tornado is on the ground
tornado is on the ground
tornado is on the ground
tornado is on the ground
tornado","
N/A


","Joplin
Joplin
Joplin
Joplin
Joplin",Caution and advice,73218500000000000,69,NheGreek,, @tjholmes: Weather spotters confirm a tornado is on the ground moving toward Joplin.,,254091774,,,
191783154,false,finalized,3,8/18/2012 20:08:54,"

@CeeAngi",Other,0.6962,"Heard these was a tornado
tornado
tornado","

n/a","Chicago
Chicago area
Chicago area",Caution and advice,74933700000000000,0,ParadigmShift35,,@CeeAngi Heard these was a tornado in the Chicago area FWIW.,,15716410,,,
191783155,false,finalized,3,8/18/2012 20:08:54,"@daynavettese

@daynavettese",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"Tornado warning ended
Tornado warning ended Still severe thunderstorm warnings
Tornado warning;  Still severe thunderstorm warnings","

n/a","Hamilton
Hamilton
Hamilton",Caution and advice,78349700000000000,2,KMacTWN,, @daynavettese: Tornado warning ended for Hamilton. Still severe thunderstorm warnings.,,26160744,,,
191783156,false,finalized,3,8/19/2012 18:08:20,"N/A
n/a
",A tornado/thunderstorm warning has been issued or has been lifted,1.0,"tornado warning
tornado warning
tornado warning","N/A
now
","all southeastern mi
all southeastern mi..........
N/A",Caution and advice,74953600000000000,0,ElderParker85,,@Teaschell oh that could be it. But be careful they just issued a tornado warning for all southeastern mi..........,,36386836,,,
191783157,false,finalized,4,8/18/2012 09:48:29,"
N/A
WWLP.com WGGB.com Boston: WBZtv.com
WWLP.com WGGB.com Boston: WBZtv.com WHDH.com",A tornado/thunderstorm warning has been issued or has been lifted,0.7628,"tornado warning
new #tornado #warning
tornado warning
new tornado warning","
N/A
N/A
","Springfield MA area
for #Springfield MA
Springfield MA
MA",Caution and advice,76049100000000000,0,cantnot,,Looks like new #tornado #warning for #Springfield MA area!crazyness ... coverage: Springfield: WWLP.com WGGB.com Boston: WBZtv.com WHDH.com,,20467456,,,
